artist,track,id,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature,release_year,release_date_length
George Ezra,Budapest,7q0aQpiLv5tIsupcgQ3Ny4,2015-01-20,0.717,0.455,5.0,-8.303,1.0,0.0276,0.0846,0.0,0.11,0.389,127.812,audio_features,spotify:track:7q0aQpiLv5tIsupcgQ3Ny4,https://api.spotify.com/v1/tracks/7q0aQpiLv5tIsupcgQ3Ny4,https://api.spotify.com/v1/audio-analysis/7q0aQpiLv5tIsupcgQ3Ny4,200733.0,4.0,2015,10.0
Ella Henderson,Ghost,2FiceoWDJ67rrmb5tGBpgE,2014-06-08,0.682,0.836,9.0,-3.777,1.0,0.0424,0.0464,3.13e-06,0.0797,0.486,104.984,audio_features,spotify:track:2FiceoWDJ67rrmb5tGBpgE,https://api.spotify.com/v1/tracks/2FiceoWDJ67rrmb5tGBpgE,https://api.spotify.com/v1/audio-analysis/2FiceoWDJ67rrmb5tGBpgE,216107.0,4.0,2014,10.0
Fall Out Boy,Centuries,04aAxqtGp5pv12UXAg4pkq,2015-01-20,0.393,0.858,4.0,-2.868,0.0,0.0729,0.00359,0.0,0.102,0.56,176.042,audio_features,spotify:track:04aAxqtGp5pv12UXAg4pkq,https://api.spotify.com/v1/tracks/04aAxqtGp5pv12UXAg4pkq,https://api.spotify.com/v1/audio-analysis/04aAxqtGp5pv12UXAg4pkq,228360.0,4.0,2015,10.0
Hozier,Take Me to Church,0aOluBqXYd0rFSCsgDyAWX,2014-10-07,0.575,0.664,4.0,-5.303,0.0,0.0481,0.637,0.0,0.116,0.437,129.07,audio_features,spotify:track:0aOluBqXYd0rFSCsgDyAWX,https://api.spotify.com/v1/tracks/0aOluBqXYd0rFSCsgDyAWX,https://api.spotify.com/v1/audio-analysis/0aOluBqXYd0rFSCsgDyAWX,241693.0,4.0,2014,10.0
The Weeknd,Can't Feel My Face,22VdIZQfgXJea34mQxlt81,2015-08-28,0.705,0.769,9.0,-5.526,0.0,0.0425,0.113,0.0,0.105,0.583,107.949,audio_features,spotify:track:22VdIZQfgXJea34mQxlt81,https://api.spotify.com/v1/tracks/22VdIZQfgXJea34mQxlt81,https://api.spotify.com/v1/audio-analysis/22VdIZQfgXJea34mQxlt81,213520.0,4.0,2015,10.0
Pitbull,Time of Our Lives,2bJvI42r8EF3wxjOuDav4r,2014-11-21,0.721,0.802,1.0,-5.797,1.0,0.0583,0.0921,0.0,0.694,0.724,124.022,audio_features,spotify:track:2bJvI42r8EF3wxjOuDav4r,https://api.spotify.com/v1/tracks/2bJvI42r8EF3wxjOuDav4r,https://api.spotify.com/v1/audio-analysis/2bJvI42r8EF3wxjOuDav4r,229360.0,4.0,2014,10.0
Ellie Goulding,"Love Me Like You Do - From ""Fifty Shades Of Grey""",2l8w0zZVn4AZNuzrht7MRT,2015-11-13,0.475,0.606,8.0,-6.646,1.0,0.0346,0.247,0.0,0.125,0.282,94.994,audio_features,spotify:track:2l8w0zZVn4AZNuzrht7MRT,https://api.spotify.com/v1/tracks/2l8w0zZVn4AZNuzrht7MRT,https://api.spotify.com/v1/audio-analysis/2l8w0zZVn4AZNuzrht7MRT,252534.0,4.0,2015,10.0
Fetty Wap,Trap Queen,2d8JP84HNLKhmd6IYOoupQ,2015-09-25,0.746,0.873,7.0,-3.803,1.0,0.128,0.0244,0.0,0.354,0.817,148.075,audio_features,spotify:track:2d8JP84HNLKhmd6IYOoupQ,https://api.spotify.com/v1/tracks/2d8JP84HNLKhmd6IYOoupQ,https://api.spotify.com/v1/audio-analysis/2d8JP84HNLKhmd6IYOoupQ,222093.0,4.0,2015,10.0
Ariana Grande,Love Me Harder,5J4ZkQpzMUFojo1CtAZYpn,2014-08-25,0.472,0.714,1.0,-4.389,0.0,0.0334,0.00937,0.0,0.0764,0.24,98.992,audio_features,spotify:track:5J4ZkQpzMUFojo1CtAZYpn,https://api.spotify.com/v1/tracks/5J4ZkQpzMUFojo1CtAZYpn,https://api.spotify.com/v1/audio-analysis/5J4ZkQpzMUFojo1CtAZYpn,236133.0,4.0,2014,10.0
Selena Gomez,The Heart Wants What It Wants,2dRvMEW4EwySxRUtEamSfG,2014-11-24,0.616,0.789,7.0,-4.874,0.0,0.0377,0.053,0.0,0.142,0.621,83.066,audio_features,spotify:track:2dRvMEW4EwySxRUtEamSfG,https://api.spotify.com/v1/tracks/2dRvMEW4EwySxRUtEamSfG,https://api.spotify.com/v1/audio-analysis/2dRvMEW4EwySxRUtEamSfG,227360.0,4.0,2014,10.0
Vance Joy,Riptide,3JvrhDOgAt6p7K8mDyZwRd,2014-09-09,0.484,0.731,1.0,-6.694,1.0,0.0379,0.431,0.0,0.151,0.51,101.654,audio_features,spotify:track:3JvrhDOgAt6p7K8mDyZwRd,https://api.spotify.com/v1/tracks/3JvrhDOgAt6p7K8mDyZwRd,https://api.spotify.com/v1/audio-analysis/3JvrhDOgAt6p7K8mDyZwRd,204280.0,4.0,2014,10.0
Taylor Swift,Wildest Dreams,59HjlYCeBsxdI0fcm3zglw,2014-10-27,0.554,0.666,8.0,-7.414,1.0,0.0747,0.0702,0.00593,0.106,0.472,140.056,audio_features,spotify:track:59HjlYCeBsxdI0fcm3zglw,https://api.spotify.com/v1/tracks/59HjlYCeBsxdI0fcm3zglw,https://api.spotify.com/v1/audio-analysis/59HjlYCeBsxdI0fcm3zglw,220440.0,4.0,2014,10.0
DJ Snake,You Know You Like It,57kR5SniQIbsbVoIjjOUDa,2014-10-14,0.407,0.725,5.0,-5.346,0.0,0.188,0.0141,2.46e-06,0.306,0.247,196.093,audio_features,spotify:track:57kR5SniQIbsbVoIjjOUDa,https://api.spotify.com/v1/tracks/57kR5SniQIbsbVoIjjOUDa,https://api.spotify.com/v1/audio-analysis/57kR5SniQIbsbVoIjjOUDa,247267.0,4.0,2014,10.0
Sam Smith,Lay Me Down,74sb4Gib0cL3TQeCjYF8vh,2014-05-26,0.417,0.332,4.0,-9.482,1.0,0.0494,0.773,1.95e-05,0.109,0.172,119.156,audio_features,spotify:track:74sb4Gib0cL3TQeCjYF8vh,https://api.spotify.com/v1/tracks/74sb4Gib0cL3TQeCjYF8vh,https://api.spotify.com/v1/audio-analysis/74sb4Gib0cL3TQeCjYF8vh,253208.0,4.0,2014,10.0
X Ambassadors,Renegades,0fYVliAYKHuPmECRs1pbRf,2015-06-30,0.526,0.862,2.0,-6.003,1.0,0.0905,0.0144,0.0597,0.229,0.528,90.052,audio_features,spotify:track:0fYVliAYKHuPmECRs1pbRf,https://api.spotify.com/v1/tracks/0fYVliAYKHuPmECRs1pbRf,https://api.spotify.com/v1/audio-analysis/0fYVliAYKHuPmECRs1pbRf,195200.0,4.0,2015,10.0
Big Sean,I Don't Fuck With You,7FYH5AW3bVfZHJIQpq3UOA,2015-02-24,0.824,0.733,1.0,-5.474,1.0,0.0613,0.0362,0.0,0.325,0.395,97.972,audio_features,spotify:track:7FYH5AW3bVfZHJIQpq3UOA,https://api.spotify.com/v1/tracks/7FYH5AW3bVfZHJIQpq3UOA,https://api.spotify.com/v1/audio-analysis/7FYH5AW3bVfZHJIQpq3UOA,284387.0,4.0,2015,10.0
Fall Out Boy,Uma Thurman,5PUawWFG1oIS2NwEcyHaCr,2015-01-20,0.623,0.962,4.0,-2.616,0.0,0.0895,0.103,0.000174,0.264,0.676,149.963,audio_features,spotify:track:5PUawWFG1oIS2NwEcyHaCr,https://api.spotify.com/v1/tracks/5PUawWFG1oIS2NwEcyHaCr,https://api.spotify.com/v1/audio-analysis/5PUawWFG1oIS2NwEcyHaCr,211573.0,4.0,2015,10.0
Big Sean,Blessings,1bzM1cd6oqFozdr4wK6HdR,2015-02-24,0.79,0.621,1.0,-7.634,1.0,0.275,0.333,0.0,0.122,0.15,118.895,audio_features,spotify:track:1bzM1cd6oqFozdr4wK6HdR,https://api.spotify.com/v1/tracks/1bzM1cd6oqFozdr4wK6HdR,https://api.spotify.com/v1/audio-analysis/1bzM1cd6oqFozdr4wK6HdR,252040.0,4.0,2015,10.0
Adele,Hello,4sPmO7WMQUAf45kwMOtONw,2016-06-24,0.481,0.451,5.0,-6.095,0.0,0.0347,0.336,0.0,0.0872,0.289,157.966,audio_features,spotify:track:4sPmO7WMQUAf45kwMOtONw,https://api.spotify.com/v1/tracks/4sPmO7WMQUAf45kwMOtONw,https://api.spotify.com/v1/audio-analysis/4sPmO7WMQUAf45kwMOtONw,295493.0,4.0,2016,10.0
Demi Lovato,Cool for the Summer,2zFF6jG5hQArbzcXz3KUWk,2015-10-16,0.583,0.61,5.0,-5.639,0.0,0.0382,0.00425,0.000105,0.14,0.336,114.06,audio_features,spotify:track:2zFF6jG5hQArbzcXz3KUWk,https://api.spotify.com/v1/tracks/2zFF6jG5hQArbzcXz3KUWk,https://api.spotify.com/v1/audio-analysis/2zFF6jG5hQArbzcXz3KUWk,214740.0,4.0,2015,10.0
Nick Jonas,Chains,5Eg4TsPcqNbIjd8ADMZosg,2015-11-20,0.589,0.611,0.0,-5.881,0.0,0.0459,0.0151,0.0,0.0757,0.121,76.006,audio_features,spotify:track:5Eg4TsPcqNbIjd8ADMZosg,https://api.spotify.com/v1/tracks/5Eg4TsPcqNbIjd8ADMZosg,https://api.spotify.com/v1/audio-analysis/5Eg4TsPcqNbIjd8ADMZosg,203107.0,4.0,2015,10.0
Sam Smith,I'm Not The Only One,7795WJLVKJoAyVoOtCWqXN,2014-05-26,0.677,0.485,5.0,-5.795,1.0,0.0361,0.529,2.04e-05,0.0766,0.493,82.001,audio_features,spotify:track:7795WJLVKJoAyVoOtCWqXN,https://api.spotify.com/v1/tracks/7795WJLVKJoAyVoOtCWqXN,https://api.spotify.com/v1/audio-analysis/7795WJLVKJoAyVoOtCWqXN,239317.0,4.0,2014,10.0
Selena Gomez,Good For You,578Eooad7oUyn4stovZiPg,2015-10-09,0.607,0.673,5.0,-6.484,0.0,0.0611,0.181,0.0,0.069,0.215,88.952,audio_features,spotify:track:578Eooad7oUyn4stovZiPg,https://api.spotify.com/v1/tracks/578Eooad7oUyn4stovZiPg,https://api.spotify.com/v1/audio-analysis/578Eooad7oUyn4stovZiPg,221280.0,4.0,2015,10.0
One Direction,Drag Me Down,2K87XMYnUMqLcX3zvtAF4G,2015-11-13,0.73,0.703,0.0,-5.672,0.0,0.0369,0.109,0.0,0.0657,0.595,138.113,audio_features,spotify:track:2K87XMYnUMqLcX3zvtAF4G,https://api.spotify.com/v1/tracks/2K87XMYnUMqLcX3zvtAF4G,https://api.spotify.com/v1/audio-analysis/2K87XMYnUMqLcX3zvtAF4G,192120.0,4.0,2015,10.0
Jason Derulo,Want to Want Me,7oGZAicScQt96OAW4AruYy,2015-05-29,0.775,0.68,0.0,-5.508,0.0,0.0629,0.00906,0.0,0.109,0.656,114.025,audio_features,spotify:track:7oGZAicScQt96OAW4AruYy,https://api.spotify.com/v1/tracks/7oGZAicScQt96OAW4AruYy,https://api.spotify.com/v1/audio-analysis/7oGZAicScQt96OAW4AruYy,207719.0,4.0,2015,10.0
Ariana Grande,One Last Time,7xoUc6faLbCqZO6fQEYprd,2014-08-25,0.628,0.593,8.0,-5.036,1.0,0.0323,0.093,1.65e-06,0.096,0.104,125.026,audio_features,spotify:track:7xoUc6faLbCqZO6fQEYprd,https://api.spotify.com/v1/tracks/7xoUc6faLbCqZO6fQEYprd,https://api.spotify.com/v1/audio-analysis/7xoUc6faLbCqZO6fQEYprd,197267.0,4.0,2014,10.0
Sia,Elastic Heart,5S9lfZu1YF8xKkgSsqL2Bd,2015-05-04,0.421,0.791,9.0,-4.998,1.0,0.0496,0.0117,1.48e-05,0.146,0.499,130.075,audio_features,spotify:track:5S9lfZu1YF8xKkgSsqL2Bd,https://api.spotify.com/v1/tracks/5S9lfZu1YF8xKkgSsqL2Bd,https://api.spotify.com/v1/audio-analysis/5S9lfZu1YF8xKkgSsqL2Bd,257200.0,4.0,2015,10.0
Drake,Back To Back,5lFDtgWsjRJu8fPOAyJIAK,2015-07-31,0.893,0.48,1.0,-3.728,0.0,0.356,0.00855,0.0,0.116,0.382,86.976,audio_features,spotify:track:5lFDtgWsjRJu8fPOAyJIAK,https://api.spotify.com/v1/tracks/5lFDtgWsjRJu8fPOAyJIAK,https://api.spotify.com/v1/audio-analysis/5lFDtgWsjRJu8fPOAyJIAK,170638.0,4.0,2015,10.0
Justin Bieber,What Do You Mean?,4B0JvthVoAAuygILe3n4Bs,2015-11-13,0.845,0.567,5.0,-8.118,0.0,0.0956,0.59,0.00142,0.0811,0.793,125.02,audio_features,spotify:track:4B0JvthVoAAuygILe3n4Bs,https://api.spotify.com/v1/tracks/4B0JvthVoAAuygILe3n4Bs,https://api.spotify.com/v1/audio-analysis/4B0JvthVoAAuygILe3n4Bs,205680.0,4.0,2015,10.0
Sia,Chandelier,2s1sdSqGcKxpPr5lCl7jAV,2015-05-04,0.399,0.787,1.0,-2.88,1.0,0.0499,0.0197,6.07e-05,0.0685,0.572,117.089,audio_features,spotify:track:2s1sdSqGcKxpPr5lCl7jAV,https://api.spotify.com/v1/tracks/2s1sdSqGcKxpPr5lCl7jAV,https://api.spotify.com/v1/audio-analysis/2s1sdSqGcKxpPr5lCl7jAV,216120.0,5.0,2015,10.0
Tove Lo,Talking Body,2tpfxAXiI52znho4WE3XFA,2014-09-24,0.736,0.761,4.0,-5.449,0.0,0.0338,0.0966,0.0,0.0823,0.114,119.999,audio_features,spotify:track:2tpfxAXiI52znho4WE3XFA,https://api.spotify.com/v1/tracks/2tpfxAXiI52znho4WE3XFA,https://api.spotify.com/v1/audio-analysis/2tpfxAXiI52znho4WE3XFA,238427.0,4.0,2014,10.0
Alessia Cara,Here,1wYZZtamWTQAoj8B812uKQ,2015-11-13,0.376,0.821,0.0,-3.974,1.0,0.104,0.0785,0.0,0.0823,0.331,120.462,audio_features,spotify:track:1wYZZtamWTQAoj8B812uKQ,https://api.spotify.com/v1/tracks/1wYZZtamWTQAoj8B812uKQ,https://api.spotify.com/v1/audio-analysis/1wYZZtamWTQAoj8B812uKQ,199453.0,4.0,2015,10.0
Nicki Minaj,Truffle Butter,3keUgTGEoZJt0QkzTB6kHg,2015-01-23,0.887,0.673,10.0,-6.846,0.0,0.0503,0.0743,4.06e-05,0.124,0.491,105.113,audio_features,spotify:track:3keUgTGEoZJt0QkzTB6kHg,https://api.spotify.com/v1/tracks/3keUgTGEoZJt0QkzTB6kHg,https://api.spotify.com/v1/audio-analysis/3keUgTGEoZJt0QkzTB6kHg,219227.0,4.0,2015,10.0
Taylor Swift,Blank Space,1p80LdxRV74UKvL8gnD7ky,2014-10-27,0.753,0.678,5.0,-5.421,1.0,0.0644,0.085,1.64e-06,0.13,0.583,96.006,audio_features,spotify:track:1p80LdxRV74UKvL8gnD7ky,https://api.spotify.com/v1/tracks/1p80LdxRV74UKvL8gnD7ky,https://api.spotify.com/v1/audio-analysis/1p80LdxRV74UKvL8gnD7ky,231827.0,4.0,2014,10.0
OMI,Cheerleader - Felix Jaehn Remix Radio Edit,023OVLNzXhX0j7CxswUt6D,2015-10-16,0.78,0.68,4.0,-6.081,1.0,0.0305,0.141,1.2e-05,0.138,0.594,118.026,audio_features,spotify:track:023OVLNzXhX0j7CxswUt6D,https://api.spotify.com/v1/tracks/023OVLNzXhX0j7CxswUt6D,https://api.spotify.com/v1/audio-analysis/023OVLNzXhX0j7CxswUt6D,180560.0,4.0,2015,10.0
Ed Sheeran,Thinking out Loud,34gCuhDGsG4bRPIf9bb02f,2014-06-21,0.781,0.445,2.0,-6.061,1.0,0.0295,0.474,0.0,0.184,0.591,78.998,audio_features,spotify:track:34gCuhDGsG4bRPIf9bb02f,https://api.spotify.com/v1/tracks/34gCuhDGsG4bRPIf9bb02f,https://api.spotify.com/v1/audio-analysis/34gCuhDGsG4bRPIf9bb02f,281560.0,4.0,2014,10.0
Wiz Khalifa,See You Again (feat. Charlie Puth),2JzZzZUQj3Qff7wapcbKjc,2015,0.689,0.481,10.0,-7.503,1.0,0.0815,0.369,1.03e-06,0.0649,0.283,80.025,audio_features,spotify:track:2JzZzZUQj3Qff7wapcbKjc,https://api.spotify.com/v1/tracks/2JzZzZUQj3Qff7wapcbKjc,https://api.spotify.com/v1/audio-analysis/2JzZzZUQj3Qff7wapcbKjc,229526.0,4.0,2015,4.0
Trey Songz,Slow Motion,4NYwy0R3NdvORX2B6OZXBT,2015-06-23,0.733,0.408,7.0,-7.834,0.0,0.0388,0.679,3.92e-05,0.11,0.291,94.947,audio_features,spotify:track:4NYwy0R3NdvORX2B6OZXBT,https://api.spotify.com/v1/tracks/4NYwy0R3NdvORX2B6OZXBT,https://api.spotify.com/v1/audio-analysis/4NYwy0R3NdvORX2B6OZXBT,197854.0,4.0,2015,10.0
Jessie J,Bang Bang,0puf9yIluy9W0vpMEUoAnN,2014-10-14,0.706,0.786,0.0,-3.417,0.0,0.091,0.26,0.0,0.38,0.751,150.028,audio_features,spotify:track:0puf9yIluy9W0vpMEUoAnN,https://api.spotify.com/v1/tracks/0puf9yIluy9W0vpMEUoAnN,https://api.spotify.com/v1/audio-analysis/0puf9yIluy9W0vpMEUoAnN,199387.0,4.0,2014,10.0
Drake,Hotline Bling,0wwPcA6wtMf6HUMpIRdeP7,2016-05-06,0.891,0.628,2.0,-7.863,1.0,0.0551,0.00258,0.00019,0.0504,0.552,134.966,audio_features,spotify:track:0wwPcA6wtMf6HUMpIRdeP7,https://api.spotify.com/v1/tracks/0wwPcA6wtMf6HUMpIRdeP7,https://api.spotify.com/v1/audio-analysis/0wwPcA6wtMf6HUMpIRdeP7,267067.0,4.0,2016,10.0
Fetty Wap,My Way (feat. Monty),1WoOzgvz6CgH4pX6a1RKGp,2015-09-25,0.748,0.741,6.0,-3.103,1.0,0.0531,0.00419,0.0,0.147,0.537,128.077,audio_features,spotify:track:1WoOzgvz6CgH4pX6a1RKGp,https://api.spotify.com/v1/tracks/1WoOzgvz6CgH4pX6a1RKGp,https://api.spotify.com/v1/audio-analysis/1WoOzgvz6CgH4pX6a1RKGp,213053.0,4.0,2015,10.0
Ed Sheeran,Photograph,1HNkqx9Ahdgi1Ixy2xkKkL,2014-06-21,0.614,0.379,4.0,-10.48,1.0,0.0476,0.607,0.000464,0.0986,0.201,107.989,audio_features,spotify:track:1HNkqx9Ahdgi1Ixy2xkKkL,https://api.spotify.com/v1/tracks/1HNkqx9Ahdgi1Ixy2xkKkL,https://api.spotify.com/v1/audio-analysis/1HNkqx9Ahdgi1Ixy2xkKkL,258987.0,4.0,2014,10.0
Flo Rida,GDFR (feat. Sage the Gemini & Lookas),26rdOwwjC2UnweK3xeS58u,2015-04-07,0.657,0.827,5.0,-4.036,1.0,0.0734,0.000704,0.00534,0.065,0.69,145.889,audio_features,spotify:track:26rdOwwjC2UnweK3xeS58u,https://api.spotify.com/v1/tracks/26rdOwwjC2UnweK3xeS58u,https://api.spotify.com/v1/audio-analysis/26rdOwwjC2UnweK3xeS58u,190186.0,4.0,2015,10.0
Andy Grammer,"Honey, I'm Good.",4MflGTO2ZTcSQ12bWcyRgI,2014-08-05,0.752,0.775,9.0,-7.289,1.0,0.0546,0.0324,0.0,0.351,0.595,122.014,audio_features,spotify:track:4MflGTO2ZTcSQ12bWcyRgI,https://api.spotify.com/v1/tracks/4MflGTO2ZTcSQ12bWcyRgI,https://api.spotify.com/v1/audio-analysis/4MflGTO2ZTcSQ12bWcyRgI,199263.0,4.0,2014,10.0
Meek Mill,All Eyes on You (feat. Chris Brown & Nicki Minaj),0hy1SOTEn9ifXTzOwnCwEr,2015-06-29,0.589,0.658,11.0,-5.288,0.0,0.203,0.0242,0.0,0.118,0.251,77.521,audio_features,spotify:track:0hy1SOTEn9ifXTzOwnCwEr,https://api.spotify.com/v1/tracks/0hy1SOTEn9ifXTzOwnCwEr,https://api.spotify.com/v1/audio-analysis/0hy1SOTEn9ifXTzOwnCwEr,223973.0,4.0,2015,10.0
The Weeknd,"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack",2PIvq1pGrUjY007X5y1UpM,2014-12-23,0.659,0.381,2.0,-5.922,0.0,0.0304,0.385,0.0,0.0972,0.426,119.844,audio_features,spotify:track:2PIvq1pGrUjY007X5y1UpM,https://api.spotify.com/v1/tracks/2PIvq1pGrUjY007X5y1UpM,https://api.spotify.com/v1/audio-analysis/2PIvq1pGrUjY007X5y1UpM,252227.0,3.0,2014,10.0
James Newton Howard,The Hanging Tree,416MsJxvxSKY96DCmbJIRs,2014-11-24,0.213,0.0743,9.0,-18.071,0.0,0.0408,0.344,3.45e-05,0.212,0.145,53.863,audio_features,spotify:track:416MsJxvxSKY96DCmbJIRs,https://api.spotify.com/v1/tracks/416MsJxvxSKY96DCmbJIRs,https://api.spotify.com/v1/audio-analysis/416MsJxvxSKY96DCmbJIRs,218507.0,4.0,2014,10.0
Nicky Jam,El Perdón (with Enrique Iglesias),7qCAVkHWZkF44OzOUKf8Cr,2017-01-20,0.628,0.69,8.0,-5.83,1.0,0.0511,0.443,0.0,0.113,0.66,179.908,audio_features,spotify:track:7qCAVkHWZkF44OzOUKf8Cr,https://api.spotify.com/v1/tracks/7qCAVkHWZkF44OzOUKf8Cr,https://api.spotify.com/v1/audio-analysis/7qCAVkHWZkF44OzOUKf8Cr,205907.0,4.0,2017,10.0
Calvin Harris,How Deep Is Your Love,22mek4IiqubGD9ctzxc69s,2015-07-17,0.738,0.868,11.0,-4.373,0.0,0.0731,0.0392,0.00169,0.388,0.336,122.003,audio_features,spotify:track:22mek4IiqubGD9ctzxc69s,https://api.spotify.com/v1/tracks/22mek4IiqubGD9ctzxc69s,https://api.spotify.com/v1/audio-analysis/22mek4IiqubGD9ctzxc69s,212640.0,4.0,2015,10.0
Ne-Yo,She Knows,7seTcUFOhn5caSDbiSfsp0,2015-01-20,0.706,0.572,8.0,-5.799,0.0,0.0326,0.0262,0.0,0.585,0.574,139.982,audio_features,spotify:track:7seTcUFOhn5caSDbiSfsp0,https://api.spotify.com/v1/tracks/7seTcUFOhn5caSDbiSfsp0,https://api.spotify.com/v1/audio-analysis/7seTcUFOhn5caSDbiSfsp0,214726.0,4.0,2015,10.0
Taylor Swift,Shake It Off,5xTtaWoae3wi06K5WfVUUH,2014-10-27,0.647,0.785,7.0,-5.414,1.0,0.165,0.0561,0.0,0.148,0.943,160.015,audio_features,spotify:track:5xTtaWoae3wi06K5WfVUUH,https://api.spotify.com/v1/tracks/5xTtaWoae3wi06K5WfVUUH,https://api.spotify.com/v1/audio-analysis/5xTtaWoae3wi06K5WfVUUH,219200.0,4.0,2014,10.0
Meghan Trainor,Like I'm Gonna Lose You (feat. John Legend),2YlZnw2ikdb837oKMKjBkW,2015-01-09,0.63,0.53,0.0,-7.259,1.0,0.0434,0.4,0.0,0.177,0.417,108.038,audio_features,spotify:track:2YlZnw2ikdb837oKMKjBkW,https://api.spotify.com/v1/tracks/2YlZnw2ikdb837oKMKjBkW,https://api.spotify.com/v1/audio-analysis/2YlZnw2ikdb837oKMKjBkW,225053.0,3.0,2015,10.0
Kelly Clarkson,Heartbeat Song,7FC9Lng8iXU081lbigu8m8,2015-02-27,0.49,0.798,6.0,-3.66,1.0,0.0489,0.0137,0.0,0.0627,0.479,149.109,audio_features,spotify:track:7FC9Lng8iXU081lbigu8m8,https://api.spotify.com/v1/tracks/7FC9Lng8iXU081lbigu8m8,https://api.spotify.com/v1/audio-analysis/7FC9Lng8iXU081lbigu8m8,198733.0,4.0,2015,10.0
Sam Hunt,House Party,1TwLKNsCnhi1HxbIi4bAW0,2014-10-27,0.747,0.861,8.0,-5.251,1.0,0.0514,0.113,0.0,0.026,0.859,103.966,audio_features,spotify:track:1TwLKNsCnhi1HxbIi4bAW0,https://api.spotify.com/v1/tracks/1TwLKNsCnhi1HxbIi4bAW0,https://api.spotify.com/v1/audio-analysis/1TwLKNsCnhi1HxbIi4bAW0,190240.0,4.0,2014,10.0
Omarion,Post to Be (feat. Chris Brown & Jhene Aiko),0fgZUSa7D7aVvv3GfO0A1n,2014-12-02,0.733,0.676,10.0,-5.655,0.0,0.0432,0.0697,0.0,0.208,0.701,97.448,audio_features,spotify:track:0fgZUSa7D7aVvv3GfO0A1n,https://api.spotify.com/v1/tracks/0fgZUSa7D7aVvv3GfO0A1n,https://api.spotify.com/v1/audio-analysis/0fgZUSa7D7aVvv3GfO0A1n,226581.0,4.0,2014,10.0
Usher,I Don't Mind (feat. Juicy J),7aXuop4Qambx5Oi3ynsKQr,2014-11-21,0.87,0.464,4.0,-8.337,1.0,0.178,0.205,0.0,0.0902,0.457,112.974,audio_features,spotify:track:7aXuop4Qambx5Oi3ynsKQr,https://api.spotify.com/v1/tracks/7aXuop4Qambx5Oi3ynsKQr,https://api.spotify.com/v1/audio-analysis/7aXuop4Qambx5Oi3ynsKQr,251989.0,4.0,2014,10.0
Natalie La Rose,Somebody,7ioiB40H9xKs04QtIso2I3,2014-01-06,0.83,0.52,0.0,-8.714,1.0,0.0376,0.000792,1.25e-05,0.0656,0.735,104.99,audio_features,spotify:track:7ioiB40H9xKs04QtIso2I3,https://api.spotify.com/v1/tracks/7ioiB40H9xKs04QtIso2I3,https://api.spotify.com/v1/audio-analysis/7ioiB40H9xKs04QtIso2I3,189907.0,4.0,2014,10.0
ILOVEMAKONNEN,Tuesday (feat. Drake),4PWY72AubTjoZrohQt0pWn,2014-12-15,0.77,0.664,0.0,-5.604,1.0,0.211,0.215,0.000118,0.105,0.472,140.163,audio_features,spotify:track:4PWY72AubTjoZrohQt0pWn,https://api.spotify.com/v1/tracks/4PWY72AubTjoZrohQt0pWn,https://api.spotify.com/v1/audio-analysis/4PWY72AubTjoZrohQt0pWn,321987.0,4.0,2014,10.0
Jack Ü,Where Are Ü Now (with Justin Bieber),66hayvUbTotekKU3H4ta1f,2015-02-24,0.432,0.781,4.0,-4.038,0.0,0.0567,0.041,4.21e-06,0.0789,0.197,139.432,audio_features,spotify:track:66hayvUbTotekKU3H4ta1f,https://api.spotify.com/v1/tracks/66hayvUbTotekKU3H4ta1f,https://api.spotify.com/v1/audio-analysis/66hayvUbTotekKU3H4ta1f,250286.0,4.0,2015,10.0
Fifth Harmony,Worth It (feat. Kid Ink),41Fflg7qHiVOD6dEPvsCzO,2015-01-30,0.884,0.765,8.0,-3.865,1.0,0.0882,0.063,7.04e-06,0.118,0.594,99.987,audio_features,spotify:track:41Fflg7qHiVOD6dEPvsCzO,https://api.spotify.com/v1/tracks/41Fflg7qHiVOD6dEPvsCzO,https://api.spotify.com/v1/audio-analysis/41Fflg7qHiVOD6dEPvsCzO,224573.0,4.0,2015,10.0
Chris Brown,Ayo,0k6DnZMLoEUH8NGD5zh2SE,2015-02-24,0.823,0.563,6.0,-5.095,1.0,0.0443,0.0399,0.0,0.0851,0.682,98.031,audio_features,spotify:track:0k6DnZMLoEUH8NGD5zh2SE,https://api.spotify.com/v1/tracks/0k6DnZMLoEUH8NGD5zh2SE,https://api.spotify.com/v1/audio-analysis/0k6DnZMLoEUH8NGD5zh2SE,225227.0,4.0,2015,10.0
Jidenna,Classic Man (feat. Roman GianArthur),3G7XYAwtxtoGK7fAm4IlD9,2015-02-03,0.79,0.585,8.0,-6.058,1.0,0.0348,0.185,0.0,0.292,0.585,94.072,audio_features,spotify:track:3G7XYAwtxtoGK7fAm4IlD9,https://api.spotify.com/v1/tracks/3G7XYAwtxtoGK7fAm4IlD9,https://api.spotify.com/v1/audio-analysis/3G7XYAwtxtoGK7fAm4IlD9,226000.0,4.0,2015,10.0
